"","X","Genome","Order","Family","Genus","VC","VC.Status","Size","VC.Subcluster","VC.Subcluster.Size","Quality","Adj.P.value","Topology.Confidence.Score","Genera.in.VC","Families.in.VC","Orders.in.VC","Genus.Confidence.Score"
"163",162,"Campylobacter~phage~PC14","Unassigned","Unassigned","Unassigned","172_0","Clustered",4,"VC_172_0",4,0.8117,0.99996442,0.8116,2,2,2,1
"164",163,"Campylobacter~virus~CP21","Caudovirales","Myoviridae","Cp220virus","173_0","Clustered",3,"VC_173_0",3,0.7012,0.99788688,0.6997,1,1,1,1
"165",164,"Campylobacter~virus~CP220","Caudovirales","Myoviridae","Cp220virus","173_0","Clustered",3,"VC_173_0",3,0.7012,0.99788688,0.6997,1,1,1,1
"166",165,"Campylobacter~virus~CPX","Caudovirales","Myoviridae","Cp8virus","172_0","Clustered",4,"VC_172_0",4,0.8117,0.99996442,0.8116,2,2,2,1
"167",166,"Campylobacter~virus~CPt10","Caudovirales","Myoviridae","Cp220virus","173_0","Clustered",3,"VC_173_0",3,0.7012,0.99788688,0.6997,1,1,1,1
"168",167,"Campylobacter~virus~NCTC12673","Caudovirales","Myoviridae","Cp8virus","172_0","Clustered",4,"VC_172_0",4,0.8117,0.99996442,0.8116,2,2,2,1
"169",168,"Caulobacter~phage~CcrColossus","Unassigned","Unassigned","Unassigned","177_2","Clustered/Singleton",1,"VC_177_2",1,0,1,0,1,1,1,1
"170",169,"Caulobacter~phage~Percy","Unassigned","Unassigned","Unassigned","55_0","Clustered",10,"VC_55_0",10,0.6009,1,0.6009,2,2,2,1
"171",170,"Caulobacter~phage~phiCb5","Unassigned","Unassigned","Unassigned","180_0","Clustered",2,"VC_180_0",2,0.0769,0,0,1,1,1,1
"172",171,"Caulobacter~virus~Karma","Caudovirales","Siphoviridae","Phicbkvirus","177_0","Clustered",4,"VC_177_0",4,0.5016,0.96853177,0.4858,1,1,1,1
"173",172,"Caulobacter~virus~Magneto","Caudovirales","Siphoviridae","Phicbkvirus","177_0","Clustered",4,"VC_177_0",4,0.5016,0.96853177,0.4858,1,1,1,1
"174",173,"Caulobacter~virus~Rogue","Caudovirales","Siphoviridae","Phicbkvirus","177_1","Clustered/Singleton",1,"VC_177_1",1,0,1,0,1,1,1,1
"175",174,"Caulobacter~virus~Swift","Caudovirales","Siphoviridae","Phicbkvirus","177_0","Clustered",4,"VC_177_0",4,0.5016,0.96853177,0.4858,1,1,1,1
"176",175,"Caulobacter~virus~phiCbK","Caudovirales","Siphoviridae","Phicbkvirus","177_0","Clustered",4,"VC_177_0",4,0.5016,0.96853177,0.4858,1,1,1,1
"177",176,"Celeribacter~phage~P12053L","Unassigned","Unassigned","Unassigned","182_0","Clustered",2,"VC_182_0",2,0.4532,0.93710679,0.4247,1,1,1,1
"178",177,"Cellulophaga~phage~phi10:1","Unassigned","Unassigned","Unassigned","186_0","Clustered",2,"VC_186_0",2,0.5047,0.91813282,0.4634,1,1,1,1
"179",178,"Cellulophaga~phage~phi12:1","Caudovirales","Siphoviridae","Cba181virus","188_0","Clustered",3,"VC_188_0",3,1,1,1,1,1,1,1
"180",179,"Cellulophaga~phage~phi12:2","Unassigned","Unassigned","Unassigned","189_0","Clustered",2,"VC_189_0",2,1,1,1,1,1,1,1
"181",180,"Cellulophaga~phage~phi12a:1","Unassigned","Unassigned","Unassigned","189_0","Clustered",2,"VC_189_0",2,1,1,1,1,1,1,1
"182",181,"Cellulophaga~phage~phi13:2","Unassigned","Unassigned","Unassigned","185_0","Clustered",4,"VC_185_0",4,0.9171,0.99976889,0.9169,1,1,1,1
"183",182,"Cellulophaga~phage~phi17:1","Caudovirales","Siphoviridae","Cba181virus","188_0","Clustered",3,"VC_188_0",3,1,1,1,1,1,1,1
"184",183,"Cellulophaga~phage~phi17:2","Caudovirales","Podoviridae","Cba41virus","187_0","Clustered",2,"VC_187_0",2,0.9319,0.92263554,0.8598,1,1,1,1
"185",184,"Cellulophaga~phage~phi18:1","Caudovirales","Siphoviridae","Cba181virus","188_0","Clustered",3,"VC_188_0",3,1,1,1,1,1,1,1
"186",185,"Cellulophaga~phage~phi18:3","Unassigned","Unassigned","Unassigned","185_0","Clustered",4,"VC_185_0",4,0.9171,0.99976889,0.9169,1,1,1,1
"187",186,"Cellulophaga~phage~phi19:1","Unassigned","Unassigned","Unassigned","186_0","Clustered",2,"VC_186_0",2,0.5047,0.91813282,0.4634,1,1,1,1
"188",187,"Cellulophaga~phage~phi19:3","Unassigned","Unassigned","Unassigned","185_0","Clustered",4,"VC_185_0",4,0.9171,0.99976889,0.9169,1,1,1,1
"189",188,"Cellulophaga~phage~phi46:3","Unassigned","Unassigned","Unassigned","185_0","Clustered",4,"VC_185_0",4,0.9171,0.99976889,0.9169,1,1,1,1
"190",189,"Cellulophaga~phage~phi4:1","Caudovirales","Podoviridae","Cba41virus","187_0","Clustered",2,"VC_187_0",2,0.9319,0.92263554,0.8598,1,1,1,1
"191",190,"Cellulophaga~phage~phiSM","Unassigned","Unassigned","Unassigned","191_0","Clustered",2,"VC_191_0",2,0.8753,0.81445332,0.7129,1,1,1,1
"192",191,"Chimpanzee~faeces~associated~microphage~1","Unassigned","Unassigned","Unassigned","192_0","Clustered",2,"VC_192_0",2,0.3007,0.98901409,0.2974,1,1,1,1
"193",192,"Chimpanzee~faeces~associated~microphage~2","Unassigned","Unassigned","Unassigned","141_0","Clustered",12,"VC_141_0",12,0.8949,1,0.8949,3,2,1,1
"194",193,"Chimpanzee~faeces~associated~microphage~3","Unassigned","Unassigned","Unassigned","192_0","Clustered",2,"VC_192_0",2,0.3007,0.98901409,0.2974,1,1,1,1
"195",194,"Chlamydia~phage~2","Unassigned","Microviridae","Chlamydiamicrovirus","141_0","Clustered",12,"VC_141_0",12,0.8949,1,0.8949,3,2,1,1
"196",195,"Chlamydia~phage~4","Unassigned","Unassigned","Unassigned","141_0","Clustered",12,"VC_141_0",12,0.8949,1,0.8949,3,2,1,1
"197",196,"Chlamydia~virus~CPAR39","Unassigned","Microviridae","Chlamydiamicrovirus","141_0","Clustered",12,"VC_141_0",12,0.8949,1,0.8949,3,2,1,1
"198",197,"Citrobacter~phage~CR44b","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"199",198,"Citrobacter~phage~CR8","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"200",199,"Citrobacter~phage~CVT22","Unassigned","Unassigned","Unassigned","181_0","Clustered",4,"VC_181_0",4,0.6311,0.99995792,0.6311,1,1,1,1
"201",200,"Citrobacter~phage~IME-CF2","Unassigned","Unassigned","Unassigned","32_1","Clustered",8,"VC_32_1",8,0.2327,1,0.2327,1,1,1,1
"202",201,"Citrobacter~phage~Margaery","Unassigned","Unassigned","Unassigned","32_1","Clustered",8,"VC_32_1",8,0.2327,1,0.2327,1,1,1,1
"203",202,"Citrobacter~phage~Merlin","Caudovirales","Myoviridae","Moonvirus","29_1","Clustered",2,"VC_29_1",2,0.0104,0.94648147,0.0099,1,1,1,1
"204",203,"Citrobacter~phage~Michonne","Unassigned","Unassigned","Unassigned","15_0","Clustered",16,"VC_15_0",16,0.8915,1,0.8915,4,2,2,0.9917
"205",204,"Citrobacter~phage~Miller","Unassigned","Unassigned","Unassigned","32_1","Clustered",8,"VC_32_1",8,0.2327,1,0.2327,1,1,1,1
"206",205,"Citrobacter~phage~Moogle","Caudovirales","Myoviridae","Mooglevirus","15_0","Clustered",16,"VC_15_0",16,0.8915,1,0.8915,4,2,2,0.9917
"207",206,"Citrobacter~phage~Moon","Caudovirales","Myoviridae","Moonvirus","29_1","Clustered",2,"VC_29_1",2,0.0104,0.94648147,0.0099,1,1,1,1
"208",207,"Citrobacter~phage~SH1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"209",208,"Citrobacter~phage~SH2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"210",209,"Citrobacter~phage~SH3","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"211",210,"Citrobacter~phage~SH4","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"212",211,"Citrobacter~phage~phiCFP-1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"213",212,"Citrobacter~phage~vB_CfrM_CfP1","Unassigned","Unassigned","Unassigned","32_1","Clustered",8,"VC_32_1",8,0.2327,1,0.2327,1,1,1,1
"214",213,"Citrobacter~virus~Stevie","Caudovirales","Siphoviridae","Tlsvirus","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"215",214,"Clavibacter~phage~CMP1","Unassigned","Unassigned","Unassigned","202_0","Clustered",3,"VC_202_0",3,1,1,1,1,1,1,1
"216",215,"Clavibacter~phage~CN1A","Unassigned","Unassigned","Unassigned","202_0","Clustered",3,"VC_202_0",3,1,1,1,1,1,1,1
"217",216,"Clostridium~phage~CDMH1","Unassigned","Unassigned","Unassigned","105_0","Clustered",4,"VC_105_0",4,0.3512,0.99997959,0.3512,2,2,2,1
"218",217,"Clostridium~phage~phiCD111","Unassigned","Unassigned","Unassigned","203_0","Clustered",3,"VC_203_0",3,0.5364,0.99772746,0.5351,1,1,1,1
"219",218,"Clostridium~phage~phiCD146","Unassigned","Unassigned","Unassigned","203_0","Clustered",3,"VC_203_0",3,0.5364,0.99772746,0.5351,1,1,1,1
"220",219,"Clostridium~phage~phiCD38-2","Unassigned","Unassigned","Unassigned","203_0","Clustered",3,"VC_203_0",3,0.5364,0.99772746,0.5351,1,1,1,1
"221",220,"Clostridium~phage~phiCD481-1","Unassigned","Unassigned","Unassigned","204_0","Clustered",5,"VC_204_0",5,0.5613,0.99999987,0.5613,1,1,1,1
"222",221,"Clostridium~phage~phiCD505","Unassigned","Unassigned","Unassigned","105_2","Clustered",3,"VC_105_2",3,0.2469,0.99796479,0.2464,2,2,2,1
"223",222,"Clostridium~phage~phiCD506","Unassigned","Unassigned","Unassigned","204_0","Clustered",5,"VC_204_0",5,0.5613,0.99999987,0.5613,1,1,1,1
"224",223,"Clostridium~phage~phiCDHM11","Unassigned","Unassigned","Unassigned","204_0","Clustered",5,"VC_204_0",5,0.5613,0.99999987,0.5613,1,1,1,1
"225",224,"Clostridium~phage~phiCDHM13","Unassigned","Unassigned","Unassigned","204_0","Clustered",5,"VC_204_0",5,0.5613,0.99999987,0.5613,1,1,1,1
"226",225,"Clostridium~phage~phiCDHM19","Unassigned","Unassigned","Unassigned","105_1","Clustered",2,"VC_105_1",2,0.1141,0.95035833,0.1084,2,2,2,1
"227",226,"Clostridium~phage~phiCP13O","Unassigned","Unassigned","Unassigned","208_0","Clustered",4,"VC_208_0",4,1,1,1,1,1,1,1
"228",227,"Clostridium~phage~phiCP26F","Unassigned","Unassigned","Unassigned","208_0","Clustered",4,"VC_208_0",4,1,1,1,1,1,1,1
"229",228,"Clostridium~phage~phiCP34O","Unassigned","Unassigned","Unassigned","208_0","Clustered",4,"VC_208_0",4,1,1,1,1,1,1,1
"230",229,"Clostridium~phage~phiCP39-O","Unassigned","Unassigned","Unassigned","208_0","Clustered",4,"VC_208_0",4,1,1,1,1,1,1,1
"231",230,"Clostridium~phage~phiCP7R","Unassigned","Unassigned","Unassigned","205_0","Clustered",3,"VC_205_0",3,0.8044,0.9595722,0.7719,1,1,1,1
"232",231,"Clostridium~phage~phiCPV4","Unassigned","Unassigned","Unassigned","205_0","Clustered",3,"VC_205_0",3,0.8044,0.9595722,0.7719,1,1,1,1
"233",232,"Clostridium~phage~phiCT19406A","Unassigned","Unassigned","Unassigned","114_0","Clustered",2,"VC_114_0",2,0.3775,0.94448712,0.3566,1,1,1,1
"234",233,"Clostridium~phage~phiCT19406B","Unassigned","Unassigned","Unassigned","112_0","Clustered",4,"VC_112_0",4,0.4385,0.99997409,0.4385,1,1,1,1
"235",234,"Clostridium~phage~phiCT19406C","Unassigned","Unassigned","Unassigned","112_0","Clustered",4,"VC_112_0",4,0.4385,0.99997409,0.4385,1,1,1,1
"236",235,"Clostridium~phage~phiCT453B","Unassigned","Unassigned","Unassigned","112_0","Clustered",4,"VC_112_0",4,0.4385,0.99997409,0.4385,1,1,1,1
"237",236,"Clostridium~phage~phiCTC2A","Unassigned","Unassigned","Unassigned","114_0","Clustered",2,"VC_114_0",2,0.3775,0.94448712,0.3566,1,1,1,1
"238",237,"Clostridium~phage~phiCTC2B","Unassigned","Unassigned","Unassigned","112_0","Clustered",4,"VC_112_0",4,0.4385,0.99997409,0.4385,1,1,1,1
"239",238,"Clostridium~phage~phiCTP1","Unassigned","Unassigned","Unassigned","89_0","Clustered",2,"VC_89_0",2,0.3776,0.91941373,0.3471,1,1,1,1
"240",239,"Clostridium~phage~phiMMP01","Unassigned","Unassigned","Unassigned","105_0","Clustered",4,"VC_105_0",4,0.3512,0.99997959,0.3512,2,2,2,1
"241",240,"Clostridium~phage~phiMMP02","Unassigned","Unassigned","Unassigned","105_2","Clustered",3,"VC_105_2",3,0.2469,0.99796479,0.2464,2,2,2,1
"242",241,"Clostridium~phage~phiMMP03","Unassigned","Unassigned","Unassigned","105_0","Clustered",4,"VC_105_0",4,0.3512,0.99997959,0.3512,2,2,2,1
"243",242,"Clostridium~phage~phiMMP04","Unassigned","Unassigned","Unassigned","204_0","Clustered",5,"VC_204_0",5,0.5613,0.99999987,0.5613,1,1,1,1
"244",243,"Clostridium~phage~phiZP2","Unassigned","Unassigned","Unassigned","205_0","Clustered",3,"VC_205_0",3,0.8044,0.9595722,0.7719,1,1,1,1
"245",244,"Clostridium~virus~phiC2","Caudovirales","Myoviridae","Cd119virus","105_0","Clustered",4,"VC_105_0",4,0.3512,0.99997959,0.3512,2,2,2,1
"246",245,"Clostridium~virus~phiCD119","Caudovirales","Myoviridae","Cd119virus","105_1","Clustered",2,"VC_105_1",2,0.1141,0.95035833,0.1084,2,2,2,1
"247",246,"Clostridium~virus~phiCD27","Caudovirales","Myoviridae","Cd119virus","105_2","Clustered",3,"VC_105_2",3,0.2469,0.99796479,0.2464,2,2,2,1
"248",247,"Cronobacter~phage~CR3","Caudovirales","Myoviridae","Cr3virus","213_0","Clustered",4,"VC_213_0",4,0.2869,0.99993174,0.2869,1,1,1,1
"249",248,"Cronobacter~phage~CR5","Unassigned","Unassigned","Unassigned","218_0","Clustered",3,"VC_218_0",3,0.1223,0.99794957,0.122,1,1,1,1
"250",249,"Cronobacter~phage~CR8","Caudovirales","Myoviridae","Cr3virus","213_0","Clustered",4,"VC_213_0",4,0.2869,0.99993174,0.2869,1,1,1,1
"251",250,"Cronobacter~phage~CR9","Caudovirales","Myoviridae","Cr3virus","213_0","Clustered",4,"VC_213_0",4,0.2869,0.99993174,0.2869,1,1,1,1
"252",251,"Cronobacter~phage~Dev-CD-23823","Unassigned","Unassigned","Unassigned","56_0","Clustered",5,"VC_56_0",5,0.5262,0.99999993,0.5262,1,1,1,1
"253",252,"Cronobacter~phage~Dev2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"254",253,"Cronobacter~phage~PBES~02","Caudovirales","Myoviridae","Cr3virus","213_0","Clustered",4,"VC_213_0",4,0.2869,0.99993174,0.2869,1,1,1,1
"255",254,"Cronobacter~phage~S13","Unassigned","Unassigned","Unassigned","31_2","Clustered/Singleton",1,"VC_31_2",1,0,1,0,1,1,1,1
"256",255,"Cronobacter~phage~vB_CsaM_GAP161","Unassigned","Unassigned","Unassigned","32_1","Clustered",8,"VC_32_1",8,0.2327,1,0.2327,1,1,1,1
"257",256,"Cronobacter~phage~vB_CsaM_GAP31","Caudovirales","Myoviridae","Se1virus","214_1","Clustered",2,"VC_214_1",2,0.0636,0.92956166,0.0592,1,1,1,1
"258",257,"Cronobacter~phage~vB_CsaM_GAP32","Unassigned","Unassigned","Unassigned","228_1","Clustered/Singleton",1,"VC_228_1",1,0,1,0,1,1,1,1
"259",258,"Cronobacter~phage~vB_CsaP_GAP52","Unassigned","Unassigned","Unassigned","229_0","Clustered",2,"VC_229_0",2,0.1746,0.95173063,0.1662,1,1,1,1
"260",259,"Cronobacter~phage~vB_CskP_GAP227","Unassigned","Unassigned","Unassigned","56_0","Clustered",5,"VC_56_0",5,0.5262,0.99999993,0.5262,1,1,1,1
"261",260,"Cronobacter~virus~ESP29491","Unassigned","Unassigned","Unassigned","199_0","Clustered",25,"VC_199_0",25,0.9732,1,0.9732,6,2,2,0.9667
"262",261,"Cyanophage~9515-10a","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"263",262,"Cyanophage~KBS-P-1A","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"264",263,"Cyanophage~MED4-117","Unassigned","Unassigned","Unassigned","231_0","Clustered",2,"VC_231_0",2,0.7671,0.72985431,0.5599,1,1,1,1
"265",264,"Cyanophage~NATL1A-7","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"266",265,"Cyanophage~NATL2A-133","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"267",266,"Cyanophage~P-RSM1","Unassigned","Unassigned","Unassigned","175_29","Clustered",2,"VC_175_29",2,0.0156,0.93885505,0.0146,1,1,1,1
"268",267,"Cyanophage~P-RSM6","Unassigned","Unassigned","Unassigned","175_11","Clustered/Singleton",1,"VC_175_11",1,0,1,0,1,1,1,1
"269",268,"Cyanophage~P-SSP2","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"270",269,"Cyanophage~P-TIM40","Unassigned","Unassigned","Unassigned","175_22","Clustered/Singleton",1,"VC_175_22",1,0,1,0,1,1,1,1
"271",270,"Cyanophage~PP","Unassigned","Unassigned","Unassigned","67_0","Clustered",2,"VC_67_0",2,0.5699,0.86822376,0.4948,1,1,1,1
"272",271,"Cyanophage~PSS2","Unassigned","Unassigned","Unassigned","233_0","Clustered",2,"VC_233_0",2,0.8353,0.87921671,0.7344,1,1,1,1
"273",272,"Cyanophage~S-RIM32","Unassigned","Unassigned","Unassigned","175_16","Clustered/Singleton",1,"VC_175_16",1,0,1,0,1,1,1,1
"274",273,"Cyanophage~S-RIM50","Unassigned","Unassigned","Unassigned","175_3","Clustered",2,"VC_175_3",2,0.0142,0.89375218,0.0127,1,1,1,1
"275",274,"Cyanophage~SS120-1","Unassigned","Unassigned","Unassigned","143_0","Clustered",19,"VC_143_0",19,0.9133,1,0.9133,1,1,1,1
"276",275,"Cyanophage~Syn30","Unassigned","Unassigned","Unassigned","175_32","Clustered",2,"VC_175_32",2,0.014,0.89375133,0.0125,1,1,1,1
"277",276,"Deep-sea~thermophilic~phage~D6E","Unassigned","Unassigned","Unassigned","92_0","Clustered",2,"VC_92_0",2,0.2748,0.94587161,0.26,1,1,1,1
"278",277,"Delftia~phage~IME-DE1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"279",278,"Delftia~phage~RG-2014","Unassigned","Unassigned","Unassigned","6_0","Clustered",13,"VC_6_0",13,0.5271,1,0.5271,5,2,2,0.8205
"280",279,"Dickeya~phage~RC-2014","Caudovirales","Ackermannviridae","Limestonevirus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"281",280,"Dickeya~virus~Limestone","Caudovirales","Ackermannviridae","Limestonevirus","178_1","Clustered",19,"VC_178_1",19,0.8051,1,0.8051,5,1,1,0.8012
"282",281,"Edwardsiella~phage~GF-2","Unassigned","Unassigned","Unassigned","24_0","Clustered",2,"VC_24_0",2,0.0382,0.92865577,0.0355,1,1,1,1
"283",282,"Edwardsiella~phage~KF-1","Caudovirales","Podoviridae","Kf1virus","235_0","Clustered",3,"VC_235_0",3,1,1,1,2,2,2,1
"284",283,"Edwardsiella~phage~MSW-3","Caudovirales","Myoviridae","Msw3virus","64_0","Clustered",7,"VC_64_0",7,0.8756,1,0.8756,2,2,2,1
"285",284,"Edwardsiella~phage~PEi20","Unassigned","Unassigned","Unassigned","29_13","Clustered/Singleton",1,"VC_29_13",1,0,1,0,1,1,1,1
"286",285,"Edwardsiella~phage~PEi21","Caudovirales","Myoviridae","Msw3virus","64_0","Clustered",7,"VC_64_0",7,0.8756,1,0.8756,2,2,2,1
"287",286,"Enterobacter~phage~Arya","Unassigned","Unassigned","Unassigned","78_0","Clustered",4,"VC_78_0",4,0.3327,0.99998471,0.3327,2,2,2,1
"288",287,"Enterobacter~phage~CC31","Caudovirales","Myoviridae","Cc31virus","29_16","Clustered",2,"VC_29_16",2,0.0105,0.94554277,0.0099,1,1,1,1
"289",288,"Enterobacter~phage~E-2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"290",289,"Enterobacter~phage~E-3","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"291",290,"Enterobacter~phage~EcP1","Unassigned","Unassigned","Unassigned","10_0","Clustered",2,"VC_10_0",2,0.0208,0.88956083,0.0185,1,1,1,1
"292",291,"Enterobacter~phage~Enc34","Unassigned","Unassigned","Unassigned","14_0","Clustered",11,"VC_14_0",11,0.7566,1,0.7566,2,2,2,1
"293",292,"Enterobacter~phage~PG7","Caudovirales","Myoviridae","Cc31virus","29_16","Clustered",2,"VC_29_16",2,0.0105,0.94554277,0.0099,1,1,1,1
"294",293,"Enterobacter~phage~Tyrion","Unassigned","Unassigned","Unassigned","38_0","Clustered",9,"VC_38_0",9,0.663,1,0.663,2,2,2,1
"295",294,"Enterobacter~phage~phiEap-1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"296",295,"Enterobacter~phage~phiEap-2","Unassigned","Unassigned","Unassigned","45_0","Clustered",17,"VC_45_0",17,0.7983,1,0.7983,4,2,2,1
"297",296,"Enterobacteria~phage~13a","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"298",297,"Enterobacteria~phage~285P","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"299",298,"Enterobacteria~phage~933W","Caudovirales","Podoviridae","Nona33virus","160_1","Clustered",13,"VC_160_1",13,0.5635,1,0.5635,4,2,2,0.8974
"300",299,"Enterobacteria~phage~9g","Caudovirales","Siphoviridae","Nonagvirus","2_0","Clustered",4,"VC_2_0",4,0.466,0.99997255,0.466,1,1,1,1
"301",300,"Enterobacteria~phage~BA14","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"302",301,"Enterobacteria~phage~Bp7","Caudovirales","Myoviridae","Js98virus","29_12","Clustered",8,"VC_29_12",8,0.0723,1,0.0723,2,2,2,1
"303",302,"Enterobacteria~phage~C-1~INW-2012","Unassigned","Unassigned","Unassigned","179_0","Clustered",4,"VC_179_0",4,0.6348,0.99999712,0.6348,1,1,1,1
"304",303,"Enterobacteria~phage~EcoDS1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"305",304,"Enterobacteria~phage~FI~sensu~lato","Unassigned","Unassigned","Unassigned","28_0","Clustered",3,"VC_28_0",3,0.8226,0.97657291,0.8033,2,2,1,1
"306",305,"Enterobacteria~phage~G4~sensu~lato","Unassigned","Microviridae","G4microvirus","236_0","Clustered",8,"VC_236_0",8,0.9622,0.99999117,0.9622,4,2,1,1
"307",306,"Enterobacteria~phage~GEC-3S","Unassigned","Unassigned","Unassigned","33_0","Clustered",4,"VC_33_0",4,0.0756,0.99998686,0.0756,2,2,2,1
"308",307,"Enterobacteria~phage~HK106","Caudovirales","Siphoviridae","Hk97virus","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"309",308,"Enterobacteria~phage~HK140","Unassigned","Unassigned","Unassigned","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"310",309,"Enterobacteria~phage~HK446","Caudovirales","Siphoviridae","Hk97virus","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"311",310,"Enterobacteria~phage~HK542","Caudovirales","Siphoviridae","Hk97virus","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"312",311,"Enterobacteria~phage~HK544","Caudovirales","Siphoviridae","Hk97virus","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"313",312,"Enterobacteria~phage~HK629","Caudovirales","Siphoviridae","Lambdavirus","225_0","Clustered",3,"VC_225_0",3,0.105,0.99849484,0.1049,1,1,1,1
"314",313,"Enterobacteria~phage~HK630","Caudovirales","Siphoviridae","Lambdavirus","225_0","Clustered",3,"VC_225_0",3,0.105,0.99849484,0.1049,1,1,1,1
"315",314,"Enterobacteria~phage~HK633","Caudovirales","Siphoviridae","Hk97virus","158_0","Clustered",13,"VC_158_0",13,0.3925,1,0.3925,2,2,2,1
"316",315,"Enterobacteria~phage~Hgal1","Unassigned","Unassigned","Unassigned","179_0","Clustered",4,"VC_179_0",4,0.6348,0.99999712,0.6348,1,1,1,1
"317",316,"Enterobacteria~phage~ID18~sensu~lato","Unassigned","Unassigned","Unassigned","236_0","Clustered",8,"VC_236_0",8,0.9622,0.99999117,0.9622,4,2,1,1
"318",317,"Enterobacteria~phage~ID2~Moscow/ID/2001","Unassigned","Microviridae","G4microvirus","236_0","Clustered",8,"VC_236_0",8,0.9622,0.99999117,0.9622,4,2,1,1
"319",318,"Enterobacteria~phage~IME08","Caudovirales","Myoviridae","Js98virus","29_12","Clustered",8,"VC_29_12",8,0.0723,1,0.0723,2,2,2,1
"320",319,"Enterobacteria~phage~If1","Unassigned","Inoviridae","Unassigned","239_0","Clustered",3,"VC_239_0",3,0.7184,0.9639009,0.6924,2,1,1,1
